,receipt_id,barcode,description,finalPrice,itemPrice,brandCode
791,600206000a720f05f3000087,021000604647,KRAFT Cheese - Pasteurized Prepared American Singles,3.29,3.29,KRAFT
792,600206000a720f05f3000087,21251000000,Laura's Lean Beef Ground Beef 93% Lean & Natural,5.99,5.99,LAURA'S LEAN BEEF
793,600206000a720f05f3000087,,NOLE VERY VEGGIE SLD,3.49,3.49,
794,600206000a720f05f3000087,,GG KLONDIKE GOLDUST,3.99,3.99,GREEN GIANT
795,600206000a720f05f3000087,,Green Bell Peppers,0.77,0.77,
796,600206000a720f05f3000087,071146002487,CLB SNP CRSP BLCK PPR BKD 40 PCT LS FAT HRVS SNPS BAG 3.3 OZ,1.25,1.25,HARVEST SNAPS
797,600206000a720f05f3000087,,Organic Baby Spinach,1.88,1.88,
798,600206000a720f05f3000087,,MONTEREY SLCD BABY B,2.50,2.50,
799,600206000a720f05f3000087,,PINATA APPLES,0.88,0.88,
800,6001bb110a720f05f3000085,,,,,
801,600208270a720f05f3000088,,HYV GRADE A X LRG EG,1.29,1.29,HY-VEE
802,600208270a720f05f3000088,,HYV LF BLUEBERRY YOG,0.54,0.54,HY-VEE
803,600208270a720f05f3000088,036632011077,Light & Fit Greek Crunch Key Lime Pie Yogurt,0.54,0.54,LIGHT & FIT GREEK
804,600208270a720f05f3000088,,HYV LF PEACH YOGURT,0.54,0.54,HY-VEE
805,600208270a720f05f3000088,,HYV LF VANILLA YOGUR,0.54,0.54,HY-VEE
806,600208270a720f05f3000088,,1% Milk,3.99,3.99,
807,600208270a720f05f3000088,075706191031,CNS CLSC THN SPR BLCK OLV GRN PPR ONN WHL MLK MZRL PRMS RMN 25.49 OZ,5.99,5.99,CONNIE'S PIZZA
808,600208270a720f05f3000088,,HV MIXED VEGETABLES,2.29,2.29,
809,600208270a720f05f3000088,019600920106,Van de Kamp's - Crispy Fish Fillets 19.45-oz,6.99,6.99,VAN DE KAMP'S
810,600208270a720f05f3000088,,GRIMES NSA RED KIDNE,1.09,1.09,
811,600208270a720f05f3000088,028189000079,HTCH JLPN PPR SLCD JAR SLCT 12 OZ,1.19,1.19,HATCH FARMS
812,600208270a720f05f3000088,754500326305,Hy-Vee Clover Honey Bear,5.99,5.99,HY-VEE
813,600208270a720f05f3000088,,HYV KETTLE MESQ BBQ,2.39,2.39,HY-VEE
814,600208270a720f05f3000088,,KELL ORIG FRSTD MINI,4.29,4.29,KELLOGG'S
815,600208270a720f05f3000088,,CTHD V HVV DUTY FOIL,2.99,2.99,
816,600208270a720f05f3000088,058496723002,WSTMP SS CTSNK RPGBG CHKN 6.3OZ,1.99,1.99,TEMPTATIONS
817,600208270a720f05f3000088,058449450023,NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ,3.99,3.99,NATURE'S PATH ORGANIC
818,600208270a720f05f3000088,075450093070,Hy-Vee Medium Cheddar Cheese Brick,4.99,4.99,HY-VEE
819,600208270a720f05f3000088,048500256763,DOLE ORANGE PEACH MANGO JUICE VITAMIN C ENRICHED FROM CONCNTRT PSTRZD CARTON 1 CT 59 OZ,1.31,1.31,DOLE
820,600208270a720f05f3000088,4816,Golden Sweet Potato,2.21,2.21,
821,600208270a720f05f3000088,,Green Bell Peppers,0.88,0.88,
822,600208270a720f05f3000088,4166,Other Sweet Onions,0.91,0.91,
823,600208270a720f05f3000088,075450120400,Hy-Vee Cage Free Omega-3 Grade A Large Brown Eggs,1.99,1.99,HY-VEE
824,600208270a720f05f3000088,,HYV HALF & HALF,1.84,1.84,HY-VEE
825,600208270a720f05f3000088,036632011077,Light & Fit Greek Crunch Key Lime Pie Yogurt,0.56,0.56,LIGHT & FIT GREEK
826,600208270a720f05f3000088,754500797204,Hy-Vee Orange Cream Lowfat Yogurt,0.56,0.56,HY-VEE
827,600208270a720f05f3000088,,HYV LF VANILLA YOGUR,0.56,0.56,HY-VEE
828,600208270a720f05f3000088,075450085150,Hy-Vee Unsalted Sweet Butter Quarters,3.99,3.99,HY-VEE
829,600208270a720f05f3000088,,2% Milk,4.09,4.09,
830,600208270a720f05f3000088,071007023095,EL MNT MLD BF BN GRN CHL BRT KP FRZN BAG 32 OZ,4.99,4.99,EL MONTEREY
831,600208270a720f05f3000088,072310001459,Bigelow Green Tea Bags with Lemon,3.49,3.49,BIGELOW
832,600208270a720f05f3000088,,HYV KETTLE MESQ BBQ,2.39,2.39,HY-VEE
833,600208270a720f05f3000088,754502285808,Hy-Vee Kettle Cooked Pub Mustard Flavored Potato Chips,2.39,2.39,HY-VEE
834,600208270a720f05f3000088,,HYV SELECT WIDE NOOD,2.99,2.99,HY-VEE SELECT
835,600208270a720f05f3000088,754501734109,That's Smart! Chili Powder,3.79,3.79,THAT'S SMART!
836,600208270a720f05f3000088,,SPL K ORIGINAL,1.88,1.88,SPECIAL K
837,600208270a720f05f3000088,511111204206,SWANSON,5.58,5.58,SWANSON
838,600208270a720f05f3000088,043000716021,YUBAN Traditional Medium Roast Ground Coffee 12 oz. Canister,5.99,5.99,YUBAN
839,600208270a720f05f3000088,044500341720,Hillshire Farm - Turkey Polska Kielbasa 13.00-oz,3.99,3.99,HILLSHIRE FARM
840,600208270a720f05f3000088,754500958803,Hy-Vee Diced Cooked Ham,2.99,2.99,HY-VEE
841,600208270a720f05f3000088,,HYV EX SHARP CHEDDAR,2.79,2.79,HY-VEE
842,600208270a720f05f3000088,024105590051,JST BR BNLS HND TRMD MNML PRCS SKNL CHCK WHL BRST FLT RFRG MLDD TRY 14 OZ,6.99,6.99,JUST BARE
843,600208270a720f05f3000088,21251000000,Laura's Lean Beef Ground Beef 93% Lean & Natural,5.99,5.99,LAURA'S LEAN BEEF
844,600208270a720f05f3000088,,Blueberries,2.99,2.99,
845,600208270a720f05f3000088,4060,Broccoli,2.99,2.99,
846,600208270a720f05f3000088,,CAL ORG WHOLE CARTS,2.49,2.49,CAL-ORGANIC FARMS
847,600208270a720f05f3000088,048500052020,DL PNPL ORNG BNN FRZN CNCN CAN 48 OZ JC BLND 12 FL OZ,1.53,1.53,DOLE CHILLED FRUIT JUICES
848,600208270a720f05f3000088,,DOLE ITALIAN BLEND,3.49,3.49,DOLE
849,600208270a720f05f3000088,4069,Green Cabbage,2.05,2.05,
850,600208270a720f05f3000088,,Leek,3.99,3.99,
851,600208270a720f05f3000088,4093,Large Yellow Onions,1.82,1.82,
852,600208270a720f05f3000088,,BAREFOOT PINOT NOIR,19.99,19.99,
853,600208270a720f05f3000088,754500973400,Hy-Vee 4% Large Curd Cottage Cheese,1.47,1.47,HY-VEE
854,600208270a720f05f3000088,075450079760,Hy-Vee Lowfat Blackberry Yogurt,0.56,0.56,HY-VEE
855,600208270a720f05f3000088,754500947807,Hy-Vee Lemon Flavored Lowfat Yogurt,0.56,0.56,HY-VEE
856,600208270a720f05f3000088,,HYV LF PEACH YOGURT,0.56,0.56,HY-VEE
857,600208270a720f05f3000088,,HYV LF VANILLA YOGUR,0.56,0.56,HY-VEE
858,600208270a720f05f3000088,075450085150,Hy-Vee Unsalted Sweet Butter Quarters,2.77,2.77,HY-VEE
859,600208270a720f05f3000088,,LUIGES DELUXE PIZZA,11.98,11.98,
860,600208270a720f05f3000088,,BUSHS HOT RED CHILI,1.59,1.59,BUSH'S BEST
861,600208270a720f05f3000088,,BUSHS MILD KIONEY CH,1.59,1.59,BUSH'S BEST
862,600208270a720f05f3000088,025500204215,Folgers Classic Roast Medium Caffeinated Coffee,14.98,14.98,FOLGERS
863,600208270a720f05f3000088,754501311409,Hy-Vee Kettle Cooked Buffalo & Blue Cheese Potato Chips,1.67,1.67,HY-VEE
864,600208270a720f05f3000088,,HYV KETTLE CHIP ORIG,3.69,3.69,HY-VEE
865,600208270a720f05f3000088,754502285808,Hy-Vee Kettle Cooked Pub Mustard Flavored Potato Chips,1.67,1.67,HY-VEE
866,600208270a720f05f3000088,754500355602,Hy-Vee Seasoned Croutons,1.79,1.79,HY-VEE
867,600208270a720f05f3000088,,KASHI GOFLOW CINN CR,3.77,3.77,KASHI
868,600208270a720f05f3000088,018627030010,Kashi Granola Bars - Chewy Honey Almond Flax,3.77,3.77,KASHI
869,600208270a720f05f3000088,041000004087,"Lipton Recipe Secrets Beefy Onion Recipe Soup & Dip Mix, 2 count, 2.2 oz",1.99,1.99,LIPTON
870,600208270a720f05f3000088,058449450023,NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ,3.99,3.99,NATURE'S PATH ORGANIC
871,600208270a720f05f3000088,,FRSH BNLS PORK LOIN,4.56,4.56,
872,600208270a720f05f3000088,044500341720,Hillshire Farm - Turkey Polska Kielbasa 13.00-oz,3.99,3.99,HILLSHIRE FARM
873,600208270a720f05f3000088,,HYV EXTRA SHARP CHDD,4.99,4.99,HY-VEE
874,600208270a720f05f3000088,024105590051,JST BR BNLS HND TRMD MNML PRCS SKNL CHCK WHL BRST FLT RFRG MLDD TRY 14 OZ,6.99,6.99,JUST BARE
875,600208270a720f05f3000088,021000604647,KRAFT Cheese - Pasteurized Prepared American Singles,3.29,3.29,KRAFT
876,600208270a720f05f3000088,21251000000,Laura's Lean Beef Ground Beef 93% Lean & Natural,5.99,5.99,LAURA'S LEAN BEEF
877,600208270a720f05f3000088,071430010051,DL CRT ICBR PEA PD RDSH RD CBG RMN LTC VRY VG THRG WSHD LTC SLD BAG 11.9 OZ,3.49,3.49,DOLE
878,600208270a720f05f3000088,,GG KLONDIKE GOLDUST,3.99,3.99,GREEN GIANT
879,600208270a720f05f3000088,,Green Bell Peppers,0.77,0.77,
880,600208270a720f05f3000088,071146002487,CLB SNP CRSP BLCK PPR BKD 40 PCT LS FAT HRVS SNPS BAG 3.3 OZ,1.25,1.25,HARVEST SNAPS
881,600208270a720f05f3000088,,Organic Baby Spinach,1.88,1.88,
882,600208270a720f05f3000088,,MONTEREY SLCD BABY B,2.50,2.50,
883,600208270a720f05f3000088,,PINATA APPLES,0.88,0.88,
884,600208270a720f05f3000088,,Flushable Wipes,11.99,11.99,
885,600208270a720f05f3000088,754500638101,Hy-Vee Premium Distilled Water Gallon,0.99,0.99,HY-VEE
886,600208270a720f05f3000088,,MISSION TORTILLA TRI,2.99,2.99,MISSION
887,600208270a720f05f3000088,511111001485,TOSTITOS,2.98,2.98,TOSTITOS
888,600208270a720f05f3000088,305731769135,Advil Ibuprofen Pain & Fever Liqui-gels Minis,4.99,4.99,ADVIL
889,600208270a720f05f3000088,,TC NCTN GUM 2MG MINT,26.99,26.99,
890,600208270a720f05f3000088,048000007070,CHCK SEA SRDN WHL WTR CAN IN BOX 3.75 OZ,0.99,0.99,CHICKEN OF THE SEA
891,600208270a720f05f3000088,,OSCAR SARDINES 2LAY,3.34,3.34,
892,600208270a720f05f3000088,015300430594,Rice-A-Roni Rice Pilaf,2.38,2.38,RICE-A-RONI
893,600208270a720f05f3000088,,STARKIST CHUNK LT TU,0.92,0.92,STARKIST
894,600208270a720f05f3000088,511111001485,TOSTITOS,3.99,3.99,TOSTITOS
895,600208270a720f05f3000088,009800300037,Tic Tac Cool Watermelon Gum,36.99,36.99,TIC TAC
896,600208270a720f05f3000088,,PREV FRZN ALASKAN SO,15.67,15.67,SO DELICIOUS
897,600208270a720f05f3000088,,TC NCTN GUM 2MG MINT,26.99,26.99,
898,600208270a720f05f3000088,754500990209,Hy-Vee Sweet Smoked Thick Sliced Bacon,4.99,4.99,HY-VEE
899,600208270a720f05f3000088,014113911979,"Wonderful Roasted & Salted Pistachios, 24 oz",8.99,8.99,WONDERFUL
900,6001e3a80a7214ad4c000078,,,,,
901,600373700a720f05f3000091,076840580750,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,14.49,14.49,BEN AND JERRYS
902,600373700a720f05f3000091,028435383253,KLRB CRBN WTR CLR FR LMN SPRK CAN 12PK 12 FL OZ,12.40,12.40,KLARBRUNN
903,600373700a720f05f3000091,,KLARBRUNN 12PK 12 FL OZ,7.17,7.17,
904,600373700a720f05f3000091,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,8.06,8.06,BEN AND JERRYS
905,600373700a720f05f3000091,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,12.69,12.69,BEN AND JERRYS
906,600373700a720f05f3000091,,EMIL' S SAUSAGE MUSHROOM PIZZA,6.84,6.84,
907,600373700a720f05f3000091,,HYV GRADE A X LRG EG,1.29,1.29,
908,600373700a720f05f3000091,,HYV LF BLUEBERRY YOG,0.54,0.54,LIGHT & FIT
909,600373700a720f05f3000091,036632011077,Light & Fit Greek Crunch Key Lime Pie Yogurt,0.54,0.54,LIGHT & FIT GREEK
910,600373700a720f05f3000091,,HYV LF PEACH YOGURT,0.54,0.54,LIGHT & FIT
911,600373700a720f05f3000091,,HYV LF VANILLA YOGUR,0.54,0.54,LIGHT & FIT
912,600373700a720f05f3000091,,1% Milk,3.99,3.99,
913,600373700a720f05f3000091,075706191031,CNS CLSC THN SPR BLCK OLV GRN PPR ONN WHL MLK MZRL PRMS RMN 25.49 OZ,5.99,5.99,CONNIE'S PIZZA
914,600373700a720f05f3000091,028800296737,Hanover Mixed Vegetables,2.29,2.29,HANOVER
915,600373700a720f05f3000091,019600920106,Van de Kamp's - Crispy Fish Fillets 19.45-oz,6.99,6.99,VAN DE KAMP'S
916,600373700a720f05f3000091,,GRIMES NSA RED KIDNE,1.09,1.09,
917,600373700a720f05f3000091,028189000079,HTCH JLPN PPR SLCD JAR SLCT 12 OZ,1.19,1.19,HATCH FARMS
918,600373700a720f05f3000091,,HYV CLOVER HNY BEAR,5.99,5.99,
919,600373700a720f05f3000091,,HYV KETTLE MESQ BBQ,2.39,2.39,
920,600373700a720f05f3000091,,KELL ORIG FRSTD MINI,4.29,4.29,KELLOGG'S
921,600373700a720f05f3000091,,SIMPLY HVY DUTY FOIL,2.99,2.99,
922,600373700a720f05f3000091,058496723002,WSTMP SS CTSNK RPGBG CHKN 6.3OZ,1.99,1.99,TEMPTATIONS
923,600373700a720f05f3000091,058449450023,NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ,3.99,3.99,NATURE'S PATH ORGANIC
924,600373700a720f05f3000091,,HYV MED CHED BRICK,4.99,4.99,
925,600373700a720f05f3000091,048500256763,DOLE ORANGE PEACH MANGO JUICE VITAMIN C ENRICHED FROM CONCNTRT PSTRZD CARTON 1 CT 59 OZ,1.31,1.31,DOLE
926,600373700a720f05f3000091,4816,Golden Sweet Potato,2.21,2.21,
927,600373700a720f05f3000091,,Green Bell Peppers,0.88,0.88,
928,600373700a720f05f3000091,4166,Other Sweet Onions,0.91,0.91,
929,600373700a720f05f3000091,071100007299,Hidden Valley Original Ranch Fat Free Salad Dressing 24 Oz,1.99,1.99,HIDDEN VALLEY
930,600373700a720f05f3000091,,Fat Free Half And Half,1.84,1.84,
931,600373700a720f05f3000091,036632011077,Light & Fit Greek Crunch Key Lime Pie Yogurt,0.56,0.56,LIGHT & FIT GREEK
932,600373700a720f05f3000091,,HYV LF ORANGE CREAM,0.56,0.56,DANNON
933,600373700a720f05f3000091,,HYV LF VANILLA YOGUR,0.56,0.56,LIGHT & FIT
934,600373700a720f05f3000091,,Unsalted Sweet Cream Butter,3.99,3.99,
935,600373700a720f05f3000091,,2% Milk,4.09,4.09,
936,600373700a720f05f3000091,071007023095,EL MNT MLD BF BN GRN CHL BRT KP FRZN BAG 32 OZ,4.99,4.99,EL MONTEREY
937,600373700a720f05f3000091,072310001459,Bigelow Green Tea Bags with Lemon,3.49,3.49,BIGELOW
938,600373700a720f05f3000091,,HYV KETTLE MESQ BBQ,2.39,2.39,
939,600373700a720f05f3000091,,HYV KETTLE PUB MUSTA,2.39,2.39,
940,600373700a720f05f3000091,,HYV SELECT WIDE NOOD,2.99,2.99,
941,600373700a720f05f3000091,041390024368,KKMN SWT CHL RFRG AFTR OPNN SC BTL 13 OZ,3.79,3.79,KIKKOMAN
942,600373700a720f05f3000091,,SPL K ORIGINAL,1.88,1.88,SPECIAL K
943,600373700a720f05f3000091,511111204206,SWANSON,5.58,5.58,SWANSON
944,600373700a720f05f3000091,043000716021,YUBAN Traditional Medium Roast Ground Coffee 12 oz. Canister,5.99,5.99,YUBAN
945,600373700a720f05f3000091,044500341720,Hillshire Farm - Turkey Polska Kielbasa 13.00-oz,3.99,3.99,HILLSHIRE FARM
946,600373700a720f05f3000091,,Farmland Diced Ham,2.99,2.99,
947,600373700a720f05f3000091,,HYV EX SHARP CHEDDAR,2.79,2.79,
948,600373700a720f05f3000091,024105590051,JST BR BNLS HND TRMD MNML PRCS SKNL CHCK WHL BRST FLT RFRG MLDD TRY 14 OZ,6.99,6.99,JUST BARE
949,600373700a720f05f3000091,21251000000,Laura's Lean Beef Ground Beef 93% Lean & Natural,5.99,5.99,LAURA'S LEAN BEEF
950,600373700a720f05f3000091,,Blueberries,2.99,2.99,
951,600373700a720f05f3000091,4060,Broccoli,2.99,2.99,
952,600373700a720f05f3000091,,CAL ORG WHOLE CARTS,2.49,2.49,CAL-ORGANIC FARMS
953,600373700a720f05f3000091,048500052020,DL PNPL ORNG BNN FRZN CNCN CAN 48 OZ JC BLND 12 FL OZ,1.53,1.53,DOLE CHILLED FRUIT JUICES
954,600373700a720f05f3000091,,DOLE ITALIAN BLEND,3.49,3.49,DOLE
955,600373700a720f05f3000091,4069,Green Cabbage,2.05,2.05,
956,600373700a720f05f3000091,,Leek,3.99,3.99,
957,600373700a720f05f3000091,4093,Large Yellow Onions,1.82,1.82,
958,600373700a720f05f3000091,,BAREFOOT PINOT NOIR,19.99,19.99,
959,600373700a720f05f3000091,,HYV 4% LRG CURD COTT,1.47,1.47,
960,600373700a720f05f3000091,036632037541,Light & Fit Greek Blackberry Yogurt,0.56,0.56,LIGHT & FIT GREEK
961,600373700a720f05f3000091,036632013095,Light & Fit Vanilla Yogurt,0.56,0.56,LIGHT & FIT
962,600373700a720f05f3000091,,HYV LF PEACH YOGURT,0.56,0.56,LIGHT & FIT
963,600373700a720f05f3000091,,HVV F VAN LA YOGUR,0.56,0.56,
964,600373700a720f05f3000091,,Unsalted Sweet Cream Butter,2.77,2.77,
965,600373700a720f05f3000091,,LUIGES DELUXE PIZZA,11.98,11.98,
966,600373700a720f05f3000091,,BUSHS HOT RED CHILI,1.59,1.59,BUSH'S BEST
967,600373700a720f05f3000091,039400015031,Bush's Best Chili Beans - Kidney Beans in Mild Chili Sauce,1.59,1.59,BUSH'S BEST
968,600373700a720f05f3000091,025500204215,Folgers Classic Roast Medium Caffeinated Coffee,14.98,14.98,FOLGERS
969,600373700a720f05f3000091,084114111722,Kettle Brand Potato Chips - Buffalo Bleu,1.67,1.67,KETTLE BRAND
970,600373700a720f05f3000091,511111104537,KETTLE BRAND,3.69,3.69,KETTLE BRAND
971,600373700a720f05f3000091,,HYV KETTLE PUB MUSTA,1.67,1.67,
972,600373700a720f05f3000091,,HYV SEASONED CROUTON,1.79,1.79,
973,600373700a720f05f3000091,,KASHI GOFLOW CINN CR,3.77,3.77,KASHI
974,600373700a720f05f3000091,018627030010,Kashi Granola Bars - Chewy Honey Almond Flax,3.77,3.77,KASHI
975,600373700a720f05f3000091,041000004087,"Lipton Recipe Secrets Beefy Onion Recipe Soup & Dip Mix, 2 count, 2.2 oz",1.99,1.99,LIPTON
976,600373700a720f05f3000091,058449450023,NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ,3.99,3.99,NATURE'S PATH ORGANIC
977,600373700a720f05f3000091,,FRSH BNLS PORK LOIN,4.56,4.56,
978,600373700a720f05f3000091,044500341720,Hillshire Farm - Turkey Polska Kielbasa 13.00-oz,3.99,3.99,HILLSHIRE FARM
979,600373700a720f05f3000091,,HYV EXTRA SHARP CHDD,4.99,4.99,
980,600373700a720f05f3000091,024105590051,JST BR BNLS HND TRMD MNML PRCS SKNL CHCK WHL BRST FLT RFRG MLDD TRY 14 OZ,6.99,6.99,JUST BARE
981,600373700a720f05f3000091,021000604647,KRAFT Cheese - Pasteurized Prepared American Singles,3.29,3.29,KRAFT
982,600373700a720f05f3000091,21251000000,Laura's Lean Beef Ground Beef 93% Lean & Natural,5.99,5.99,LAURA'S LEAN BEEF
983,600373700a720f05f3000091,071430010051,DL CRT ICBR PEA PD RDSH RD CBG RMN LTC VRY VG THRG WSHD LTC SLD BAG 11.9 OZ,3.49,3.49,DOLE
984,600373700a720f05f3000091,,GG KLONDIKE GOLDUST,3.99,3.99,GREEN GIANT
985,600373700a720f05f3000091,,Green Bell Peppers,0.77,0.77,
986,600373700a720f05f3000091,071146002487,CLB SNP CRSP BLCK PPR BKD 40 PCT LS FAT HRVS SNPS BAG 3.3 OZ,1.25,1.25,HARVEST SNAPS
987,600373700a720f05f3000091,,Organic Baby Spinach,1.88,1.88,
988,600373700a720f05f3000091,,MONTEREY SLCD BABY B,2.50,2.50,
989,600373700a720f05f3000091,,PINATA APPLES,0.88,0.88,
990,600373700a720f05f3000091,,Flank Steak,12.99,12.99,
991,600373700a720f05f3000091,,Flushable Wipes,11.99,11.99,
992,600373700a720f05f3000091,,HY-VEE PREM DISTILLE,0.99,0.99,
993,600373700a720f05f3000091,,MISSION TORTILLA TRI,2.99,2.99,MISSION
994,600373700a720f05f3000091,511111001485,TOSTITOS,2.98,2.98,TOSTITOS
995,600373700a720f05f3000091,305731769135,Advil Ibuprofen Pain & Fever Liqui-gels Minis,4.99,4.99,ADVIL
996,600373700a720f05f3000091,,TC NCTN GUM 2MG MINT,26.99,26.99,
997,600373700a720f05f3000091,048000007070,CHCK SEA SRDN WHL WTR CAN IN BOX 3.75 OZ,0.99,0.99,CHICKEN OF THE SEA
998,600373700a720f05f3000091,,OSCAR SARDINES 2LAY,3.34,3.34,
999,600373700a720f05f3000091,015300430594,Rice-A-Roni Rice Pilaf,2.38,2.38,RICE-A-RONI
1000,600373700a720f05f3000091,,STARKIST CHUNK LT TU,0.92,0.92,STARKIST
1001,600373700a720f05f3000091,511111001485,TOSTITOS,3.99,3.99,TOSTITOS
1002,600373700a720f05f3000091,009800300037,Tic Tac Cool Watermelon Gum,36.99,36.99,TIC TAC
1003,600373700a720f05f3000091,,PREV FRZN ALASKAN SO,15.67,15.67,SO DELICIOUS
1004,600373700a720f05f3000091,,TC NCTN GUM 2MG MINT,26.99,26.99,
1005,600373700a720f05f3000091,,HYV SWT SMKD THICK,4.99,4.99,
1006,600373700a720f05f3000091,014113910026,"Wonderful Roasted & Salted Pistachios, 16 oz",6.99,6.99,WONDERFUL
1007,600373700a720f05f3000091,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,9.20,9.20,BEN AND JERRYS
1008,600373700a720f05f3000091,076840580750,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,24.15,24.15,BEN AND JERRYS
1009,600373700a720f05f3000091,041000022623,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,1.82,1.82,KNORR
1010,600373700a720f05f3000091,041000022623,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,17.00,17.00,KNORR
1011,600373700a720f05f3000091,,KLARBRUNN 12PK 12 FL OZ,5.06,5.06,
1012,600373700a720f05f3000091,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,8.40,8.40,KLEENEX
1013,600373700a720f05f3000091,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,3.26,3.26,KLEENEX
1014,600373700a720f05f3000091,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,9.22,9.22,BEN AND JERRYS
1015,600373700a720f05f3000091,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,4.20,4.20,BEN AND JERRYS
1016,600373700a720f05f3000091,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,5.26,5.26,KLEENEX
1017,600373700a720f05f3000091,,KLARBRUNN 12PK 12 FL OZ,20.70,20.70,
1018,600373700a720f05f3000091,041000022623,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,5.16,5.16,KNORR
1019,600373700a720f05f3000091,,"BORDEN 2% MILK, 1/2 GAL",7.46,7.46,
1020,600373700a720f05f3000091,,KLEENEX TRUSTED CARE FACIAL TISSUES,2.02,2.02,
1021,600373700a720f05f3000091,,KLEENEX TRUSTED CARE FACIAL TISSUES,4.42,4.42,
1022,600373700a720f05f3000091,,"BORDEN 2% MILK, 1/2 GAL",3.76,3.76,
1023,600373700a720f05f3000091,,EMIL' S SAUSAGE MUSHROOM PIZZA,13.86,13.86,
1024,600373700a720f05f3000091,,"DORITOS NACHO CHEESE, 28.5 OZ",4.62,4.62,
1025,600373700a720f05f3000091,,KLARBRUNN 12PK 12 FL OZ,13.15,13.15,
1026,600373700a720f05f3000091,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,1.88,1.88,PEPSI
1027,600373700a720f05f3000091,815473013279,Borden 2% Reduced Fat Milk,3.78,3.78,BORDEN
1028,600373700a720f05f3000091,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,2.92,2.92,KLEENEX
1029,600373700a720f05f3000091,,KLARBRUNN 12PK 12 FL OZ,16.50,16.50,
1030,600373700a720f05f3000091,,"PEPSI COLA, 12 OZ. CAN",1.92,1.92,
1031,600373700a720f05f3000091,,"BORDEN 2% MILK, 1/2 GAL",9.06,9.06,
1032,600373700a720f05f3000091,,EMIL' S SAUSAGE MUSHROOM PIZZA,13.88,13.88,
1033,600373700a720f05f3000091,,KNORR CREAMY CHICKEN,8.25,8.25,
1034,600373700a720f05f3000091,,"BORDEN 2% MILK, 1/2 GAL",3.73,3.73,
1035,600373700a720f05f3000091,,KLARBRUNN 12PK 12 FL OZ,13.68,13.68,
1036,600373700a720f05f3000091,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,17.36,17.36,BEN AND JERRYS
1037,600373700a720f05f3000091,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,9.22,9.22,BEN AND JERRYS
1038,600373700a720f05f3000091,815473013279,Borden 2% Reduced Fat Milk,7.02,7.02,BORDEN
1039,600373700a720f05f3000091,,EMIL' S SAUSAGE MUSHROOM PIZZ.A,13.30,13.30,
1040,600373700a720f05f3000091,028400642033,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,4.15,4.15,DORITOS
1041,600373700a720f05f3000091,,EMIL' S SAUSAGE MUSHROOM PIZZA,13.66,13.66,
1042,60023e8f0a720f05f300008b,,HYV GRADE A X LRG EG,1.29,1.29,HY-VEE
1043,60023e8f0a720f05f300008b,,HYV LF BLUEBERRY YOG,0.54,0.54,HY-VEE
1044,60023e8f0a720f05f300008b,036632011077,Light & Fit Greek Crunch Key Lime Pie Yogurt,0.54,0.54,LIGHT & FIT GREEK
1045,60023e8f0a720f05f300008b,,HYV LF PEACH YOGURT,0.54,0.54,HY-VEE
1046,60023e8f0a720f05f300008b,,HYV LF VANILLA YOGUR,0.54,0.54,HY-VEE
1047,60023e8f0a720f05f300008b,,1% Milk,3.99,3.99,
